True,Close,prediction,residual,returns,excess_returns,equity
2021-06-30 00:00:00+00:00,35040.8359375,,,,,
2021-07-01 00:00:00+00:00,33572.1171875,,,-0.04191448950075437,-0.04191448950075437,
2021-07-02 00:00:00+00:00,33897.046875,,,0.009678558122660849,0.009678558122660849,
2021-07-03 00:00:00+00:00,34668.546875,,,0.022760094790705863,0.022760094790705863,
2021-07-04 00:00:00+00:00,35287.78125,,,0.017861561294527144,0.017861561294527144,
2021-07-05 00:00:00+00:00,33746.00390625,,,-0.04369153540221518,-0.04369153540221518,
2021-07-06 00:00:00+00:00,34235.1953125,,,0.014496276584600237,0.014496276584600237,
2021-07-07 00:00:00+00:00,33855.328125,,,-0.01109580897764887,-0.01109580897764887,
2021-07-08 00:00:00+00:00,32877.37109375,,,-0.028886355129662474,-0.028886355129662474,
2021-07-09 00:00:00+00:00,33798.01171875,,,0.028002257916996717,0.028002257916996717,
2021-07-10 00:00:00+00:00,33520.51953125,,,-0.008210311003178233,-0.008210311003178233,
2021-07-11 00:00:00+00:00,34240.1875,,,0.02146947537847911,0.02146947537847911,
2021-07-12 00:00:00+00:00,33155.84765625,,,-0.03166863042879073,-0.03166863042879073,
2021-07-13 00:00:00+00:00,32702.025390625,,,-0.013687548281983158,-0.013687548281983158,
2021-07-14 00:00:00+00:00,32822.34765625,,,0.0036793520947939183,0.0036793520947939183,
2021-07-15 00:00:00+00:00,31780.73046875,,,-0.031734999531688166,-0.031734999531688166,
2021-07-16 00:00:00+00:00,31421.5390625,,,-0.011302175908234489,-0.011302175908234489,
2021-07-17 00:00:00+00:00,31533.068359375,,,0.0035494536614886735,0.0035494536614886735,
2021-07-18 00:00:00+00:00,31796.810546875,,,0.008363987433578997,0.008363987433578997,
2021-07-19 00:00:00+00:00,30817.83203125,,,-0.03078857592278903,-0.03078857592278903,
2021-07-20 00:00:00+00:00,29807.34765625,,,-0.032788950695017915,-0.032788950695017915,
2021-07-21 00:00:00+00:00,32110.693359375,,,0.07727442675168834,0.07727442675168834,
2021-07-22 00:00:00+00:00,32313.10546875,,,0.006303573302191059,0.006303573302191059,
2021-07-23 00:00:00+00:00,33581.55078125,,,0.03925482537500809,0.03925482537500809,
2021-07-24 00:00:00+00:00,34292.4453125,,,0.021169199000986055,0.021169199000986055,
2021-07-25 00:00:00+00:00,35350.1875,,,0.030844758309330613,0.030844758309330613,
2021-07-26 00:00:00+00:00,37337.53515625,,,0.05621887171744139,0.05621887171744139,
2021-07-27 00:00:00+00:00,39406.94140625,,,0.05542428661506324,0.05542428661506324,
2021-07-28 00:00:00+00:00,39995.90625,,,0.014945713184849949,0.014945713184849949,
2021-07-29 00:00:00+00:00,40008.421875,,,0.0003129226506775303,0.0003129226506775303,
2021-07-30 00:00:00+00:00,42235.546875,,,0.05566640461246636,0.05566640461246636,
2021-07-31 00:00:00+00:00,41626.1953125,,,-0.01442745761771316,-0.01442745761771316,
2021-08-01 00:00:00+00:00,39974.89453125,,,-0.03966975047450777,-0.03966975047450777,
2021-08-02 00:00:00+00:00,39201.9453125,,,-0.019335866368471698,-0.019335866368471698,
2021-08-03 00:00:00+00:00,38152.98046875,,,-0.026757979365261888,-0.026757979365261888,
2021-08-04 00:00:00+00:00,39747.50390625,,,0.04179289318710049,0.04179289318710049,
2021-08-05 00:00:00+00:00,40869.5546875,,,0.02822946527400846,0.02822946527400846,
2021-08-06 00:00:00+00:00,42816.5,,,0.047638035877485975,0.047638035877485975,
2021-08-07 00:00:00+00:00,44555.80078125,,,0.040622208290028376,0.040622208290028376,
2021-08-08 00:00:00+00:00,43798.1171875,,,-0.017005273846830937,-0.017005273846830937,
2021-08-09 00:00:00+00:00,46365.40234375,,,0.05861633606895559,0.05861633606895559,
2021-08-10 00:00:00+00:00,45585.03125,,,-0.01683089230983872,-0.01683089230983872,
2021-08-11 00:00:00+00:00,45593.63671875,,,0.0001887783887391763,0.0001887783887391763,
2021-08-12 00:00:00+00:00,44428.2890625,,,-0.025559436362547507,-0.025559436362547507,
2021-08-13 00:00:00+00:00,47793.3203125,,,0.07574073458615982,0.07574073458615982,
2021-08-14 00:00:00+00:00,47096.9453125,,,-0.014570550768322914,-0.014570550768322914,
2021-08-15 00:00:00+00:00,47047.00390625,,,-0.001060395868959787,-0.001060395868959787,
2021-08-16 00:00:00+00:00,46004.484375,,,-0.022159105674984452,-0.022159105674984452,
2021-08-17 00:00:00+00:00,44695.359375,,,-0.028456465011732893,-0.028456465011732893,
2021-08-18 00:00:00+00:00,44801.1875,,,0.0023677653895136626,0.0023677653895136626,
2021-08-19 00:00:00+00:00,46717.578125,,,0.04277544261522086,0.04277544261522086,
2021-08-20 00:00:00+00:00,49339.17578125,,,0.056115872471717516,0.056115872471717516,
2021-08-21 00:00:00+00:00,48905.4921875,,,-0.008789842693618922,-0.008789842693618922,
2021-08-22 00:00:00+00:00,49321.65234375,,,0.008509476904035095,0.008509476904035095,
2021-08-23 00:00:00+00:00,49546.1484375,,,0.004551674225862548,0.004551674225862548,
2021-08-24 00:00:00+00:00,47706.1171875,,,-0.037137725293038826,-0.037137725293038826,
2021-08-25 00:00:00+00:00,48960.7890625,,,0.026300020814285643,0.026300020814285643,
2021-08-26 00:00:00+00:00,46942.21875,,,-0.04122830434622349,-0.04122830434622349,
2021-08-27 00:00:00+00:00,49058.66796875,,,0.04508626296557403,0.04508626296557403,
2021-08-28 00:00:00+00:00,48902.40234375,,,-0.0031852806337819856,-0.0031852806337819856,
2021-08-29 00:00:00+00:00,48829.83203125,,,-0.0014839825657210252,-0.0014839825657210252,
2021-08-30 00:00:00+00:00,47054.984375,,,-0.036347609287579304,-0.036347609287579304,
2021-08-31 00:00:00+00:00,47166.6875,,,0.002373885072616178,0.002373885072616178,
2021-09-01 00:00:00+00:00,48847.02734375,,,0.03562556399047527,0.03562556399047527,
2021-09-02 00:00:00+00:00,49327.72265625,,,0.009840830417728689,0.009840830417728689,
2021-09-03 00:00:00+00:00,50025.375,,,0.014143210068944971,0.014143210068944971,
2021-09-04 00:00:00+00:00,49944.625,,,-0.0016141808032423546,-0.0016141808032423546,
2021-09-05 00:00:00+00:00,51753.41015625,,,0.036215812136941666,0.036215812136941666,
2021-09-06 00:00:00+00:00,52633.53515625,,,0.01700612572858084,0.01700612572858084,
2021-09-07 00:00:00+00:00,46811.12890625,,,-0.11062160716956165,-0.11062160716956165,
2021-09-08 00:00:00+00:00,46091.390625,,,-0.015375366885328501,-0.015375366885328501,
2021-09-09 00:00:00+00:00,46391.421875,,,0.006509485739778545,0.006509485739778545,
2021-09-10 00:00:00+00:00,44883.91015625,,,-0.03249548424732347,-0.03249548424732347,
2021-09-11 00:00:00+00:00,45201.45703125,,,0.007074848735204997,0.007074848735204997,
2021-09-12 00:00:00+00:00,46063.26953125,,,0.01906603363259256,0.01906603363259256,
2021-09-13 00:00:00+00:00,44963.07421875,,,-0.023884438158555187,-0.023884438158555187,
2021-09-14 00:00:00+00:00,47092.4921875,,,0.04735926103251218,0.04735926103251218,
2021-09-15 00:00:00+00:00,48176.34765625,,,0.023015462091804377,0.023015462091804377,
2021-09-16 00:00:00+00:00,47783.359375,,,-0.008157286726135143,-0.008157286726135143,
2021-09-17 00:00:00+00:00,47267.51953125,,,-0.010795386730801616,-0.010795386730801616,
2021-09-18 00:00:00+00:00,48278.36328125,,,0.02138558909002408,0.02138558909002408,
2021-09-19 00:00:00+00:00,47260.21875,,,-0.02108904407795903,-0.02108904407795903,
2021-09-20 00:00:00+00:00,42843.80078125,,,-0.09344895316951955,-0.09344895316951955,
