Datetime,BTC-USD,DOGE-USD,Close,Equity,SMA,SD,Upper_Band,Lower_Band,exUpper_Band,exLower_Band,Position
2022-10-31 20:00:00+00:00,20497.3671875,0.12710869312286377,12.788680336769328,38.36604101030798,,,,,,,0.0
2022-11-01 00:00:00+00:00,20496.05078125,0.12755349278450012,12.826925967920626,38.480777903761876,,,,,,,0.0
2022-11-01 04:00:00+00:00,20585.64453125,0.14508742094039917,14.34716564689328,43.04149694067984,,,,,,,0.0
2022-11-01 08:00:00+00:00,20528.517578125,0.14230385422706604,14.102001005710285,42.306003017130855,,,,,,,0.0
2022-11-01 12:00:00+00:00,20423.361328125,0.13856232166290283,13.769935778274169,41.30980733482251,,,,,,,0.0
2022-11-01 16:00:00+00:00,20447.8828125,0.1386282593011856,13.777807063312064,41.33342118993619,,,,,,,0.0
2022-11-01 20:00:00+00:00,20483.677734375,0.14255964756011963,14.120068320357163,42.36020496107149,,,,,,,0.0
2022-11-02 00:00:00+00:00,20530.33984375,0.1412084847688675,14.007690365612401,42.0230710968372,,,,,,,0.0
2022-11-02 04:00:00+00:00,20431.005859375,0.13774576783180237,13.700190946416125,41.10057283924837,,,,,,,0.0
2022-11-02 08:00:00+00:00,20437.671875,0.1316150724887848,13.172027111064569,39.51608133319371,,,,,,,0.0
2022-11-02 12:00:00+00:00,20419.880859375,0.13048404455184937,13.072893902766989,39.21868170830096,,,,,,,0.0
2022-11-02 16:00:00+00:00,20272.150390625,0.13133950531482697,13.133515796202168,39.400547388606505,,,,,,,0.0
2022-11-02 20:00:00+00:00,20159.98828125,0.12778691947460175,12.81712269870752,38.45136809612256,,,,,,,0.0
2022-11-03 00:00:00+00:00,20315.51953125,0.1340717375278473,13.373027443386965,40.11908233016089,,,,,,,0.0
2022-11-03 04:00:00+00:00,20304.38671875,0.1311645805835724,13.121300507428082,39.363901522284245,,,,,,,0.0
2022-11-03 08:00:00+00:00,20132.08984375,0.1299983114004135,13.005364762893539,39.01609428868062,,,,,,,0.0
2022-11-03 12:00:00+00:00,20248.943359375,0.13117721676826477,13.117451567380375,39.35235470214113,,,,,,,0.0
2022-11-03 16:00:00+00:00,20241.84375,0.12815481424331665,12.856144248545963,38.56843274563789,,,,,,,0.0
2022-11-03 20:00:00+00:00,20210.49609375,0.12258640676736832,12.373090200692678,37.11927060207803,,,,,,,0.0
2022-11-04 00:00:00+00:00,20325.224609375,0.11917947232723236,12.089470133889352,36.268410401668056,,,,,,,0.0
2022-11-04 04:00:00+00:00,20602.384765625,0.12288787215948105,12.433999497503413,37.301998492510236,,,,,,,0.0
2022-11-04 08:00:00+00:00,20573.646484375,0.11943870037794113,12.133956835167785,36.401870505503354,,,,,,,0.0
2022-11-04 12:00:00+00:00,20921.986328125,0.12383934110403061,12.544530840008596,37.633592520025786,,,,,,,0.0
2022-11-04 16:00:00+00:00,21019.849609375,0.1252719759941101,12.676809590475456,38.030428771426365,,,,,,,0.0
2022-11-04 20:00:00+00:00,21147.580078125,0.12629084289073944,12.776062360894676,38.328187082684025,,,,,,,0.0
2022-11-05 00:00:00+00:00,21427.8671875,0.12486568093299866,12.678112991539574,38.03433897461872,,,,,,,0.0
2022-11-05 04:00:00+00:00,21387.220703125,0.1319015622138977,13.2813200122429,39.843960036728696,,,,,,,0.0
2022-11-05 08:00:00+00:00,21387.064453125,0.12845097482204437,12.983701285484154,38.95110385645246,,,,,,,0.0
2022-11-05 12:00:00+00:00,21309.658203125,0.12664663791656494,12.821186406372254,38.46355921911676,,,,,,,0.0
2022-11-05 16:00:00+00:00,21321.130859375,0.12709251046180725,12.86066379451229,38.58199138353687,13.092073913947491,0.5863703327110067,14.264814579369505,11.919333248525477,15.437555244791518,10.746592583103464,0.0
2022-11-05 20:00:00+00:00,21280.400390625,0.12433990836143494,12.61963034132274,37.85889102396822,13.08643891409927,0.5901863386448583,14.266811591388986,11.906066236809554,15.447184268678704,10.725693559519836,0.0
2022-11-06 00:00:00+00:00,21236.314453125,0.12497620284557343,12.670582115437016,38.01174634631105,13.081227452349818,0.5932392854175779,14.267706023184974,11.894748881514662,15.45418459402013,10.708270310679506,0.0
2022-11-06 04:00:00+00:00,21194.787109375,0.12387062609195709,12.571529626806592,37.714588880419775,13.022039585013594,0.5495499379550386,14.121139460923672,11.922939709103517,15.22023933683375,10.82383983319344,0.0
2022-11-06 08:00:00+00:00,21245.322265625,0.12332355976104736,12.528848048015643,37.586544144046925,12.96960115309044,0.5170398651535363,14.003680883397513,11.935521422783369,15.037760613704586,10.901441692476295,0.0
2022-11-06 12:00:00+00:00,21257.87109375,0.124934121966362,12.668872962683292,38.00661888804987,12.93289905923741,0.49695857955558725,13.926816218348584,11.938981900126237,14.92073337745976,10.945064741015061,0.0
2022-11-06 16:00:00+00:00,21195.931640625,0.12011920660734177,12.248080731309226,36.744242193927676,12.881908181503983,0.48562691734248853,13.85316201618896,11.910654346819005,14.824415850873937,10.939400512134029,0.0
2022-11-06 20:00:00+00:00,20920.19140625,0.11445408314466476,11.734915175713585,35.20474552714076,12.802403076682532,0.47095252552623157,13.744308127734996,11.860498025630068,14.686213178787458,10.918592974577606,0.5
2022-11-07 00:00:00+00:00,20927.65234375,0.11830418556928635,12.067641793316582,36.20292537994975,12.737734790939337,0.43126874719612324,13.600272285331583,11.87519729654709,14.46280977972383,11.012659802154843,0.0
2022-11-07 04:00:00+00:00,20653.390625,0.11349605023860931,11.628521092381948,34.88556327714585,12.668679129138196,0.43765684408204064,13.543992817302277,11.793365440974116,14.41930650546636,10.918051752810033,0.5
2022-11-07 08:00:00+00:00,20744.87109375,0.11646056175231934,11.892351925004945,35.677055775014836,12.626023289602877,0.4491179477812425,13.524259185165361,11.727787394040392,14.422495080727847,10.829551498477906,0.0
2022-11-07 12:00:00+00:00,20774.4296875,0.11628468334674835,11.879815857061056,35.63944757118317,12.58625402141268,0.46085323216299445,13.50796048573867,11.66454755708669,14.429666950064657,10.742841092760703,0.0
2022-11-07 16:00:00+00:00,20860.35546875,0.1171414852142334,11.961367035538688,35.884101106616065,12.547182396057229,0.46254080468604236,13.472264005429313,11.622100786685145,14.397345614801399,10.69701917731306,0.0
2022-11-07 20:00:00+00:00,20600.20703125,0.1113024652004242,11.434592208615893,34.303776625847675,12.50109804638751,0.5019153666688044,13.504928779725118,11.497267313049901,14.508759513062728,10.493436579712291,0.5
2022-11-08 00:00:00+00:00,20224.279296875,0.10340191423892975,10.719701947066525,32.159105841199576,12.412653863176825,0.5718720620926286,13.556397987362082,11.268909738991567,14.70014211154734,10.12516561480631,0.0
2022-11-08 04:00:00+00:00,19834.5859375,0.10312061756849289,10.660727707590707,31.98218312277212,12.330634769848917,0.6392167417418356,13.609068253332588,11.052201286365246,14.88750173681626,9.773767802881574,0.0
2022-11-08 08:00:00+00:00,19706.1796875,0.10112717747688293,10.477360161440174,31.432080484320522,12.246367949800469,0.7099218642434186,13.666211678287306,10.826524221313631,15.086055406774143,9.406680492826794,0.0
2022-11-08 12:00:00+00:00,19470.234375,0.09887519478797913,10.262114583793895,30.786343751381686,12.151190050347585,0.7773161679105497,13.705822386168684,10.596557714526487,15.260454721989785,9.041925378705386,0.0
2022-11-08 16:00:00+00:00,18372.0546875,0.08810091763734818,9.235035677986774,27.705107033960324,12.030486431328946,0.930189215354908,13.890864862038761,10.17010800061913,15.751243292748578,8.309729569909313,0.0
2022-11-08 20:00:00+00:00,18541.92578125,0.08839382976293564,9.275430407187606,27.82629122156282,11.927231104878778,1.0544718206316428,14.036174746142065,9.818287463615492,16.14511838740535,7.709343822352207,0.0
2022-11-09 00:00:00+00:00,18305.083984375,0.08506134152412415,8.966913984890079,26.900741954670238,11.823145899912136,1.1840543709303042,14.191254641772744,9.455037158051528,16.559363383633354,7.086928416190919,0.0
2022-11-09 04:00:00+00:00,18266.341796875,0.08723492920398712,9.150929585450804,27.452788756352412,11.713710236177048,1.2739548904605815,14.261620017098211,9.165800455255885,16.809529798019376,6.617890674334722,0.0
2022-11-09 08:00:00+00:00,17806.560546875,0.08619699627161026,9.020454015176666,27.061362045529997,11.609926808844012,1.3622972826006048,14.334521374045222,8.885332243642802,17.059115939246432,6.160737678441593,0.0
2022-11-09 12:00:00+00:00,17162.44921875,0.0853978618979454,8.894154498317576,26.682463494952728,11.48824759745431,1.4369210658169758,14.362089729088261,8.614405465820358,17.23593186072221,5.740563334186406,0.0
2022-11-09 16:00:00+00:00,16809.224609375,0.08308591693639755,8.663290321355207,25.989870964065624,11.354463621816969,1.5075474690150876,14.369558559847144,8.339368683786793,17.38465349787732,5.324273745756618,0.0
2022-11-09 20:00:00+00:00,15854.6767578125,0.07424849271774292,7.816054720053583,23.44816416016075,11.189130033788931,1.6144564633540512,14.418042960497033,7.960217107080829,17.646955887205138,4.731304180372726,0.5
2022-11-10 00:00:00+00:00,16369.8876953125,0.07966578751802444,8.329177211082941,24.98753163324882,11.04416550777371,1.670426736469499,14.385018980712708,7.703312034834713,17.725872453651707,4.362458561895715,0.0
2022-11-10 04:00:00+00:00,16701.283203125,0.08293240517377853,8.640435105106544,25.921305315319632,10.8894693442025,1.6709956917811346,14.23146072776477,7.54747796064023,17.573452111327036,4.205486577077961,0.0
2022-11-10 08:00:00+00:00,16402.796875,0.0817161574959755,8.508948139549682,25.52684441864905,10.740310906004684,1.677315158097559,14.094941222199802,7.385680589809565,17.44957153839492,4.031050273614448,0.0
2022-11-10 12:00:00+00:00,17489.9921875,0.09088299423456192,9.396410736066198,28.189232208198593,10.626151716994482,1.6470794764819967,13.920310669958475,7.331992764030488,17.21446962292247,4.037833811066495,0.0
2022-11-10 16:00:00+00:00,17445.505859375,0.08971668034791946,9.291856236522634,27.8755687095679,10.507191465061494,1.608554793767652,13.724301052596799,7.290081877526189,16.9414106401321,4.072972289990886,0.0
2022-11-10 20:00:00+00:00,17587.78125,0.08980274200439453,9.311952445109217,27.93585733532765,10.39693553518771,1.5717057987701153,13.540347132727941,7.253523937647479,16.68375873026817,4.110112340107249,0.0
2022-11-11 00:00:00+00:00,17050.091796875,0.0845417007803917,8.810304106803786,26.43091232041136,10.268259601566601,1.5367758463924188,13.341811294351439,7.194707908781764,16.415362987136277,4.121156215996926,0.0
2022-11-11 04:00:00+00:00,17389.814453125,0.08781479299068451,9.122862180731348,27.368586542194045,10.153304020030761,1.4867130944411273,13.126730208913017,7.179877831148507,16.10015639779527,4.206451642266252,0.0
2022-11-11 08:00:00+00:00,17318.92578125,0.0877051055431366,9.107087286900347,27.321261860701043,10.039245327993582,1.4282885514176262,12.895822430828835,7.182668225158329,15.752399533664086,4.326091122323077,0.0
2022-11-11 12:00:00+00:00,16860.62890625,0.08317086845636368,8.675196173282584,26.02558851984775,9.906122768346894,1.3591868451387243,12.624496458624343,7.187749078069444,15.342870148901792,4.469375387791996,0.0
