Date,Close,prediction,residual
2021-06-30 00:00:00+00:00,1.000216007232666,,
2021-07-01 00:00:00+00:00,1.0002260208129883,,
2021-07-02 00:00:00+00:00,1.0000330209732056,,
2021-07-03 00:00:00+00:00,0.9999560117721558,,
2021-07-04 00:00:00+00:00,0.9995009899139404,,
2021-07-05 00:00:00+00:00,1.0006669759750366,,
2021-07-06 00:00:00+00:00,1.0000900030136108,,
2021-07-07 00:00:00+00:00,1.000707983970642,,
2021-07-08 00:00:00+00:00,0.9998999834060669,,
2021-07-09 00:00:00+00:00,0.9996389746665955,,
2021-07-10 00:00:00+00:00,0.9999799728393555,,
2021-07-11 00:00:00+00:00,1.0002249479293823,,
2021-07-12 00:00:00+00:00,1.000270962715149,,
2021-07-13 00:00:00+00:00,0.9998999834060669,,
2021-07-14 00:00:00+00:00,1.0001349449157715,,
2021-07-15 00:00:00+00:00,0.9999470114707947,,
2021-07-16 00:00:00+00:00,1.0003730058670044,,
2021-07-17 00:00:00+00:00,1.0005520582199097,,
2021-07-18 00:00:00+00:00,1.00062096118927,,
2021-07-19 00:00:00+00:00,1.0000929832458496,,
2021-07-20 00:00:00+00:00,1.000296950340271,,
2021-07-21 00:00:00+00:00,1.0002659559249878,,
2021-07-22 00:00:00+00:00,1.0002169609069824,,
2021-07-23 00:00:00+00:00,1.0003260374069214,,
2021-07-24 00:00:00+00:00,1.0006979703903198,,
2021-07-25 00:00:00+00:00,1.000162959098816,,
2021-07-26 00:00:00+00:00,1.0002540349960327,,
2021-07-27 00:00:00+00:00,1.0001319646835327,,
2021-07-28 00:00:00+00:00,1.0001169443130493,,
2021-07-29 00:00:00+00:00,1.0002779960632324,,
2021-07-30 00:00:00+00:00,1.0002830028533936,,
2021-07-31 00:00:00+00:00,1.0002720355987549,,
2021-08-01 00:00:00+00:00,1.0003410577774048,,
2021-08-02 00:00:00+00:00,1.000540018081665,,
2021-08-03 00:00:00+00:00,1.0003039836883545,,
2021-08-04 00:00:00+00:00,1.0000940561294556,,
2021-08-05 00:00:00+00:00,1.0000970363616943,,
2021-08-06 00:00:00+00:00,1.0003819465637207,,
2021-08-07 00:00:00+00:00,1.0003859996795654,,
2021-08-08 00:00:00+00:00,1.0002490282058716,,
2021-08-09 00:00:00+00:00,1.0001529455184937,,
2021-08-10 00:00:00+00:00,1.0003149509429932,,
2021-08-11 00:00:00+00:00,1.000535011291504,,
2021-08-12 00:00:00+00:00,1.0005420446395874,,
2021-08-13 00:00:00+00:00,1.0002599954605103,,
2021-08-14 00:00:00+00:00,1.0005860328674316,,
2021-08-15 00:00:00+00:00,1.000643014907837,,
2021-08-16 00:00:00+00:00,1.0004379749298096,,
2021-08-17 00:00:00+00:00,1.0002189874649048,,
2021-08-18 00:00:00+00:00,1.000473976135254,,
2021-08-19 00:00:00+00:00,0.9996849894523621,,
2021-08-20 00:00:00+00:00,1.0006680488586426,,
2021-08-21 00:00:00+00:00,1.0007100105285645,,
2021-08-22 00:00:00+00:00,1.0008790493011475,,
2021-08-23 00:00:00+00:00,1.0008009672164917,,
2021-08-24 00:00:00+00:00,1.000262975692749,,
2021-08-25 00:00:00+00:00,1.000359058380127,,
